Review Text,Prediction,Error Type
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",transparency##Transparency & Communication##not enough##negative,Wrong Aspect/Opinion
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",funds##Fund Management##no##negative,Hallucination
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",choice of funds##Fund Management##large impact##negative,Wrong Aspect/Opinion
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",platform##Website & Usability##beyond##negative,Hallucination
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",budget apps##Website & Usability##Doesn't connect##negative,Undergeneration
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",the platform##Website & Usability##Not enough##negative,Undergeneration
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",choice of funds##Fund Management##Really limited##negative,Undergeneration
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",partial transfer##Fund Management##lack of ability##negative,Undergeneration
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",transparency##Transparency & Communication##lack of##negative,Undergeneration
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",flexibility (implicit)##Fund Management##can only pick one fund##negative,Undergeneration
"1. Lack of ability to do partial transfers
 
 If you are a contractor or in certain professions often times Nest is the pension provider that is in use. If you have a SIPP then it can be difficult to go through with the transfer process as partial transfers are not permitted.
 
 This can cause such a big headache. You have to close the scheme meaning that you miss out on employer contributions - you then need to organise the movement of the funds out of the scheme and shut the scheme.
 
 When the scheme is reopened you do not have the previous history and have to reset everything up.
 
 I have experienced this taking an exhausting amount of time and that time difference can have a large impact on returns - yes even just a month. I have had to transfer out of many different providers - L and G, AON, Aegon and Aviva aside from Nest. Nest was the most difficult to deal with and took the longest to organise the transfers. In my husbands case we actually had to complain to a third party.
 
 2. Lack of transparency
 
 Considering the default enrolment for so many it would be good to show the performance against other relatively stable choices on the platform e.g
 
 S & P 500
 VHYL
 Vanguard Lifestrategy
 Other Target Date funds available from Vanguard or Blackrock available on popular SIPP or investment platforms
 
 3) Breath takingly expensive fees
 
 This platform when compared to some other providers would be considered extremely expensive. There are a lot more cost effective options and Nest should be made to post comparisons against other major platforms online to give consumers a better understanding of the impact fees can be having on their returns.
 
 4) Doesn't connect to budget apps like money hub
 
 5) Really limited choice of funds
 
 6) Not enough on the platform or not enough
 outreach to let consumers know how much of a difference each fund can make to their retirement.
 
 e.g someone aged 25 will miss out on a substantial sum by going into the lower risk fund. Considering the value of the state pension and what many would need even for a minimum retirement more needs to be done here.
 
 7) You can only pick one fund type
 
 There are limited funds but why can someone choose say 10% in lower risk, 45% higher risk and 45% sharia funds. Why only one - for how expensive the fees are why are the red carpet treatments not being rolled out?
 
 I would really like to see the government step in and make improvements .",outreach##Transparency & Communication##not enough##negative,Undergeneration
"Once you are enrolled to them, they will not let you leave. I am trying to transfer out a small pension that I've not even wasn't aware of . They keep rejecting it and sending automatic letters with different excuses. The last one was that I am contributing to their Pension even though the last contribution was in 2022. Slow, unprofessional, and difficult to deal with. I hope that I will be able to close my account with them one day.",transfer out##Fund Management##still rejecting##negative,Hallucination
"Once you are enrolled to them, they will not let you leave. I am trying to transfer out a small pension that I've not even wasn't aware of . They keep rejecting it and sending automatic letters with different excuses. The last one was that I am contributing to their Pension even though the last contribution was in 2022. Slow, unprofessional, and difficult to deal with. I hope that I will be able to close my account with them one day.","automatic letters##Transparency & Communication##slow, unprofessional, and difficult to deal with##negative",Hallucination
"Once you are enrolled to them, they will not let you leave. I am trying to transfer out a small pension that I've not even wasn't aware of . They keep rejecting it and sending automatic letters with different excuses. The last one was that I am contributing to their Pension even though the last contribution was in 2022. Slow, unprofessional, and difficult to deal with. I hope that I will be able to close my account with them one day.",account##Account & Access##close##negative,Hallucination
"Once you are enrolled to them, they will not let you leave. I am trying to transfer out a small pension that I've not even wasn't aware of . They keep rejecting it and sending automatic letters with different excuses. The last one was that I am contributing to their Pension even though the last contribution was in 2022. Slow, unprofessional, and difficult to deal with. I hope that I will be able to close my account with them one day.",trying to transfer out##Fund Management##keep rejecting it##negative,Undergeneration
"Once you are enrolled to them, they will not let you leave. I am trying to transfer out a small pension that I've not even wasn't aware of . They keep rejecting it and sending automatic letters with different excuses. The last one was that I am contributing to their Pension even though the last contribution was in 2022. Slow, unprofessional, and difficult to deal with. I hope that I will be able to close my account with them one day.","customer service (implicit)##Customer Support##Slow, unproff##negative",Undergeneration
"I was impressed for the easy access to put my money from deferent pension together ,I will say thank you 😊.",access##Account & Access##easy##positive,Hallucination
"I was impressed for the easy access to put my money from deferent pension together ,I will say thank you 😊.",put my money from different pensions##Process & Onboarding##easy access##positive,Undergeneration
It was an ok experience. Had a bit of confusion getting logged in. Once that was sorted out things went smoothly.,experience##Process & Onboarding##ok##positive,Wrong Aspect/Opinion
It was an ok experience. Had a bit of confusion getting logged in. Once that was sorted out things went smoothly.,confusion##Account & Access##had a bit of##negative,Hallucination
It was an ok experience. Had a bit of confusion getting logged in. Once that was sorted out things went smoothly.,things##Process & Onboarding##smoothly##positive,Hallucination
It was an ok experience. Had a bit of confusion getting logged in. Once that was sorted out things went smoothly.,getting logged in##Account & Access##a bit of confusion##negative,Undergeneration
It was an ok experience. Had a bit of confusion getting logged in. Once that was sorted out things went smoothly.,"experience##Process & Onboarding##ok, smoothly##positive",Undergeneration
"Same experience as many before, Nest are making it very difficult to cashout my small pension. Bullshit verification excuses and unnecessarily long processes. I hope to be able to close my account soon. Keep away from the company!!",verification##Account & Access##bullshit##negative,Wrong Aspect/Opinion
"Same experience as many before, Nest are making it very difficult to cashout my small pension. Bullshit verification excuses and unnecessarily long processes. I hope to be able to close my account soon. Keep away from the company!!",process##Process & Onboarding##unnecessarily long##negative,Hallucination
"Same experience as many before, Nest are making it very difficult to cashout my small pension. Bullshit verification excuses and unnecessarily long processes. I hope to be able to close my account soon. Keep away from the company!!",company##Trust & Reliability##keep away##negative,Hallucination
"Same experience as many before, Nest are making it very difficult to cashout my small pension. Bullshit verification excuses and unnecessarily long processes. I hope to be able to close my account soon. Keep away from the company!!",verification##Account & Access##Bullshit##negative,Undergeneration
"Same experience as many before, Nest are making it very difficult to cashout my small pension. Bullshit verification excuses and unnecessarily long processes. I hope to be able to close my account soon. Keep away from the company!!",cashout##Fund Management##very difficult##negative,Undergeneration
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",transfer out##Fund Management##useless##negative,Wrong Aspect/Opinion
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",requests for more information##Transparency & Communication##repeated##negative,Hallucination
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",paperwork##Process & Onboarding##completely completed##negative,Hallucination
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",need more info##Transparency & Communication##still asked for more##negative,Hallucination
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",nan##Customer Support##absolutely crap##negative,Hallucination
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",nan##Customer Support##absolutely crap##negative,Hallucination
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",brain##Customer Support##don't bother##negative,Hallucination
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",a ring##Customer Support##doesn't have a clue##negative,Hallucination
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP",transfer out##Fund Management##took me a year##negative,Undergeneration
"Another b—-s up by Nest. My Mrs transferring her pension to nhs from this useless organisation and having exactly same problems I had. Took me a year to transfer out of these with repeated requests for more information even though I sent it several times. Even sent it signed for and they still asked for more info!!!! Mrs now having exactly same problem even though she has fully completed all paperwork signed for delivery and again saying need more info. Honestly they are absolutely crap. DONT put your hard earned money into this shower of you know what!!!! No doubt some lame brain will from nest will come on and say we're sorry to hear your having trouble , give us a ring and we will sort it. Well don't bother because you'll be put through to someone who's English is appalling and doesn't have a clue what they're saying or doing!!! Had to give a 1star to write review more like -10 CRAP","customer service (implicit)##Customer Support##crap, lame brain, don't bother, doen't have a clue##negative",Undergeneration
"Slow response to respond to my request for postal form had to really push to get this sent ,amount still not added to my nest account all this so far has taken at least 6 weeks .Poor service .",response##Customer Support##slow##negative,Correct
"Slow response to respond to my request for postal form had to really push to get this sent ,amount still not added to my nest account all this so far has taken at least 6 weeks .Poor service .",request for postal form##Customer Support##had to really push##negative,Hallucination
