Review Text,Aspect Term,Aspect Category,Opinion Term,Sentiment Polarity,Done,Main,Human
"It is very difficult to communicate as it is all online - I would prefer e-mail communication. Phone ?!?!?
Luckily the fund transferring into [Company X] was most accommodating - without their co-operation I would never had manage.
The ins and outs were ongoing.",,,,,,1.0,
Very easy to use service and kept updated on progress of my request throughout. Made a complicated transaction as simple and straightforward as possible.,,,,,,1.0,
"Never had any issues with [Company X] pensions.
Been putting into my pot for about 10 years.",,,,,,1.0,
The website is easy to use and understandable. I know that if I don't understand there are options for help.,,,,,,1.0,
"Simple, straight forward way to save for retirement",,,,,,1.0,
"Not a fan of having to enroll to opt out, this country is a sinking ship, good luck to everyone who has money invested in this stock market, you are very trusting people and i wish i could do the same.",,,,,,1.0,
"overall is great to save money in the pension, I am not a gambler I just want you to help me with the right investment because I am getting older.",,,,,,1.0,
I like the way [Company X] help me every time i needed help to withdraw my money with the exception of last experience.The last time experience was not very good. The person i spoke to though i do not exactly remember the date and the name but was very unprofessional and would like the top management to listen if recorded.He was very rude and very unhelpful and deserve to be given marching order.,,,,,,1.0,
That Iâm happy Iâm able to check my pension,,,,,,1.0,
Very easy to top up. Look at paid in and pension total,,,,,,1.0,
"Easy to use, transferred old pension to here succesfully",,,,,,1.0,
Because u help me to know about have a private pension is very good and helpful to to save money so as i get older u have something to depend on,,,,,,1.0,
"Staff so rude on the phone.
I had to repeatedly spell my name and address. one hang up on me after 8 miniutes. I rang again, after 7 miniutes I was asked to ring back another time because she couldn't find my business both were huffing and puffing i couldn't believe it.",,,,,,1.0,
Transfer was so smooth and your staffs on call was great and helpful.,,,,,,1.0,
Easy to set up a monthly direct debit in my account to add to my pension pot,,,,,,1.0,
Everything was handled expertly no problems,,,,,,1.0,
Ease of transfer online and easy to resolve issue that arose.,,,,,,1.0,
Transfer was easy one phone call few taps on computer job done.However at times I struggle with log in details a few issues there but over all OK.,,,,,,1.0,
"Very easy to do. But I also had another account with [Company X], from a previous employer. Still having difficulty merging that account with this one",,,,,,1.0,
"I find it very easy to navigate all information regarding my pension, good advice and detailed information re investments",,,,,,1.0,
Simply follow instructions and [Company X] will do the rest for you.,,,,,,1.0,
Very easy to navigate and pleased with the service received so far.,,,,,,1.0,
"Easy, intuitive access and layout.
Could have better display and interpretation of the pension performance from year to year.",,,,,,1.0,
"Very easy, so simple",,,,,,1.0,
"Easy, simple to use and saving my money for future me, which is great :)",,,,,,1.0,
very easy to do and quite quick too. I was kept in the loop with regular emails and updates how the transfer was going.,,,,,,1.0,
"Quick and easy process, no fees",,,,,,1.0,
"The transfer of a small pension from previous employment in [Company X] was extremely simple. It took about 3 to 4 weeks from start of application, through administration process to final transfer.
My current employer now contributes to my [Company X] pension and I add me own contributions taking advantage of 25 percent tax contributions.",,,,,,1.0,
"Great communication, easy process to move one pension into this one",,,,,,1.0,
Nice and easy to top up your pension no hassle all good,,,,,,1.0,
"Since I am with [Company X] I feel that I am in a trustworthy company , and my pension is well looked after.",,,,,,1.0,
Transferring my pensions into nest was so easy and stewss free.,,,,,,1.0,
The lady on the phone was very helpful and was able to sort what I was looking.,,,,,,1.0,
"Last week nest pension was worth Â£5,[PhoneNumber]
This week its Â£5,[PhoneNumber]
Â£[PhoneNumber] less
I would be better off putting money in the Bank.",,,,,,1.0,
The company is well done firstly explaining everything I have to know before joining them and every year report show me how is my money grow secondly very easy to take your money out if you need it,,,,,,1.0,
It was very informative and had every thing I need to know where I stood when I retired,,,,,,1.0,
"Very helpful, straightforward & easy to transfer from an old pension pot to nest. Thank you",,,,,,1.0,
"Very quick, easy to follow instructions when transferring older pensions into [Company X].",,,,,,1.0,
I found it very easy and hassel free for me.,,,,,,1.0,
"Phoned for some advice on the 28 page letter I received regarding the options for taking out my pension pot- the princely sum of Â£180!
The lady I spoke to was quite unhelpful and couldnât answer my questions. She started to âhuff and puffâ at me - at which stage I told her that I wanted to discontinue the phone call",,,,,,1.0,
"I transferred in a small pension pot to make my finances a little simpler, and [Company X] could not have made this process any easier! I made the online application and everything else was completed hassle free. One very happy customer, thank you.",,,,,,1.0,
Communication strategy is great as well as detailed information about the pot.,,,,,,1.0,
Very helpful when I call customer service with some queries.,,,,,,1.0,
The portal is really easy to use. I really like your choice of funds. And it is so easy to transfer my pension pot from one fund to another.,,,,,,1.0,
Rapid and positive results transferring funds from other pensions and withdrawals,,,,,,1.0,
nest customer service has been the best since i joined nest in [PhoneNumber] Always gave me positive advice about my savings with them,,,,,,1.0,
"It was really easy quick, transparent and felt safe! I am really pleased and thinking of doing another transfer.",,,,,,1.0,
Quick and easy thank you,,,,,,1.0,
"I moved an old pension I could not contribute to, to [Company X]. It was simple to do and it didnt take that long to move between the two companies.",,,,,,1.0,
"[Company X] Pensions are great to use. I would rate it 5 stars, except that there is no app that I can use easily on my mobile phone.",,,,,,1.0,
"Went online, filled in form, pension transfered",,,,,,1.0,
Easy and straightforward. Now I've got my pension in one place. Was kept well informed.,,,,,,1.0,
Very easy to transfer my pension. Just gave all the relevant details and nest did the rest. Couldn't be easier,,,,,,1.0,
"Found joining and transferring my existing Pension into [Company X] a very easy process from start to finish. Iâm finding it much easier for all pensions now being in the same place. Great service putting them all together for me , no issues at all. Great Service by [Company X].",,,,,,1.0,
"I am so happy with [Company X] ,recently I transferred another pension and team from [Company X] helped me with this transfer ,even if I made so mistakes they explained me step-by-step how do I have transferred funds.",,,,,,1.0,
"Marvellous, painless, seamless and easy.",,,,,,1.0,
"Very easy to do and quickly completed 2 transfers into [Company X]! I applied to do so, provided the policy details of each other pension scheme I was in from previous employment and within a week, everything was sorted! Best of all, as far as I can understand there were no costs from my nowâex previous pension suppliersâ nor from NEXT.",,,,,,1.0,
Very easy to do and kept up to date etc,,,,,,1.0,
"Easy to navigate app, and valuable info easily available on future pension pot",,,,,,1.0,
I found it very simple to transfer from a different pension place to nest.,,,,,,1.0,
"Great job , professional ,easy application, , ....Nice team ...Good luck [Company X]",,,,,,1.0,
I had no problem putting extra in to top funds up,,,,,,1.0,
I'm happy because my savings are safe since 5 years,,,,,,1.0,
"Ii was OK to take out some of my pension but as I'm not very computer savvy , so.e of it I didint understand . So had to ring up, felt the person on the end of the phone , was getting a bit titchy as didint always understand what she meant .",,,,,,1.0,
"It was quick, easy and effortless to transfer in my funds from 2 previous pension funds.",,,,,,1.0,
"Brilliant, easy to log on and check everything. Can make easy changes online.",,,,,,1.0,
I have less money in my pot this year than I did the year before even after paying lots in. Funds not performing along with high fees.,,,,,,1.0,
I cannot get into my online account and I was told I would be sent a code so I can open it ! But I never received it . So after many phone calls and emails Iâve heard nothing back and still canât get into my online account . Not really the way to treat an inverted customer? .,,,,,,1.0,
"The transfer that you did on my behave enabling me to have all my retirement pensions in one location went exceptionally smooth a professional. Thank you a your team for all your assistance in those matters

Thank you again",,,,,,1.0,
"Good ,simple explanation of my pension fund",,,,,,1.0,
"Initially difficult to get information regarding my best pension and rather a faff on logging in (good security though).
However Iâm very happy with my little
Best egg thatâs building for when I finally finish work",,,,,,1.0,
It was very easy to transfer from another pension quick and simple,,,,,,1.0,
Canât find anything on the website without spending hours looking. Even then little is clear or simple to understand and waiting on the phone for someone to answer is a nightmare long wait. Just rubbish experience for the customer.,,,,,,1.0,
Great interaction on the 0hone lady helped me sort it out as there where issues with the other company being very difficult to deal with and then they sent all the paperwork to nest that was ment for me but this was all filled in and forwarded to me by nest just made the job alot easier,,,,,,1.0,
"happy enough with [Company X] , easy to keep track of your money which is great, am sure there is better out there for interest and increasing your pot as [Company X] doesn`t seem great in that area",,,,,,1.0,
"Transfer my pension faster without any issues,really happy with it..",,,,,,1.0,
Very poor investment. So pleased my private pension is not with yourself,,,,,,1.0,
From when I made my first enquiry into the transfer I received a quick response to how to proceed and once they received my pension details I t was done quickly with notifications on when it was completed.,,,,,,1.0,
"Good communications, great updates.",,,,,,1.0,
The [Company X] team have always responded very quickly and transfers have been extremely easy,,,,,,1.0,
money into nest in five days which was quicker than expected and just a click to sort the transfer,,,,,,1.0,
Very easy and speedy response to my transfer request.,,,,,,1.0,
"Since I've started ,I'm now feeling more secure as I know I have something saved for my retirement.I know it's not that much but it's a great help.Thank you [Company X] for being there and I trust in you!",,,,,,1.0,
"So simple to move my old pension pot to nest. They did all the work.

Was seamless and it all felt safe and secure.",,,,,,1.0,
"really straightforward, contributions deducted at source, easy to set up an AVC via bank and website",,,,,,1.0,
"Quick and easy, no hassle. No issues. ð",,,,,,1.0,
Just transferred 2 frozen pension pots over and in the process of transferring 2 more very easy experience so far !!,,,,,,1.0,
Because the transfer was fine and thing out a problem,,,,,,1.0,
The ease & simplicity of the transfer was great,,,,,,1.0,
I like the simplicity of saving with a [Company X] pension; it is easy to start and stop payments when income fluctuates and the site is easy and straightforward to use and understand.,,,,,,1.0,
Excellent customer service and support,,,,,,1.0,
Very easy website to use pension and account all explained in clear simple language. Easy process to top up payments and options all listed. Thanks.,,,,,,1.0,
"Really easy to transfer pension from elsewhere, now all in one pot.",,,,,,1.0,
"They are professional, and all takes action when ever there is a delay for payment from our employer. So I found that it is so helpful.",,,,,,1.0,
"You do not have any plans to build an app, therefore, I will be leaving soon.",,,,,,1.0,
"It was made very easy to do the transfer,no hassle. I'm very happy with how well the investment has been going and very unhappy with my previous pensions investments.",,,,,,1.0,
Just refreshingly simple and straightforward. Absolutely no concerns whatsoever and felt confident and informed at every part of the process.,,,,,,1.0,
Great found it easy which is what you want when your busy something straight forward,,,,,,1.0,
Was very easy and quick,,,,,,1.0,
Not one single member of our pension has ever received a Welcome Pack or any information from [Company X]. They refuse to acknowledge there is a problem at their end and just repeat the mantra ' the welcome packs are sent out within 5 days'. Repeated phone calls/complaints are ignored. We intend to move to a provider that actually provides customer support for our members,,,,,,1.0,
Rubbish company- tried to opt out within period- the agent didn't know what they were doing- put me on hold and it then hung up- now i am out of the period i can opt out- i have been on the phone for over an hour spoken to 4 different agents- none could opt me out- neither could they stop my contributions due to their in efficiency. This is a way to keep you in the scheme and cant get out to keep our money.,,,,,,1.0,
"A diabolical company. All their customer service seems to outsourced off-shore, making the various problems with their processes and systems even more difficult to resolve.

I have been trying to pay an outstanding contribution on behalf of one of my employees for months using all possible manner of payment methods and it simply has not been possible because their system is just broken.

Now because of their automated system, my company has been reported to the pension regulator for an outstanding contribution and a former employee has been told that their pension has not been paid by my company which does not explain that the whole reason for this is [Company X]'s complete incompetence as a company.

I am considering taking legal action against them for damage to my company's reputation.",,,,,,1.0,
"I am employer and they deducted Â£[PhoneNumber] back in December [PhoneNumber] for no reason, my accountant must have call them more than 50 times but no one seems to know in nest office why they have deducted this money & not returned the money yet. Highly unprofessional",,,,,,1.0,
It was very simple to transfer another pension in. Just giving account details and nest doing the rest. All done and finished quickly. Thank you,,,,,,1.0,
Spoke to this one ignorant fool that was getting impatient and losing his temper. Last thing I heard on the phone was him telling me âI need to go do my homework and call us backâ last thing he heard was the sound of the beeping because so I Indeed hung up the phone mid sentence when he was talking in his ears. You need actually people to answer those phones that knows we customer didnât do anything to them and nobody says you have to like your job but is either you pretend you do and speak to people with respect or you stay home and be jobless or choose one where you actually want to be there. thanks.,,,,,,1.0,
Great simple system to keep on top of your pension.,,,,,,1.0,
"My score is -10.

Absolutely shocking company nearly impossible to contact and when you do their response is pathetic. I am attempting to cash out my pension, itâs been going on now for over five weeks and still NOTHING.
DO NOT TRUST!!!!",,,,,,1.0,
"I have contacted [Company X] on a number of occasions and getting a response takes some time. Usually up to two weeks unless you contact them again and then they respond by saying ""we have received three emails dates 12th April 19th April and 20th April"".
Just a courteous response saying we have received your email would suffice then you wouldn't have to ""NAG"" them into a reply!
Once again I contacted them a week ago and have today emailed them again requesting a reply - is it because I want to retire and take MY retirement pot?",,,,,,1.0,
How quick the transfers took to complete,,,,,,1.0,
"Very disappointed with [Company X]. Every call was like torture, everything felt like too much trouble, letters sent worrying me that I'm subsequently told to ignore, promises made and broken, always spoke to agents that could barely string an English sentence together. There are so many reliable and professional pension companies on the market. If you're stuck with them then I feel your pain. Rubbish.",,,,,,1.0,
Easy to use online service. Everything you need at click of button. Easy to increase contributions as either one off or monthly. Low running costs of 0.3% but an unwelcome charge of 1.8% for each contribution which is there to pay off Government set up loan to [Company X]. A reduction in this would be helpful. Unfair reputation for giving low returns as this isn't the case. Overall an extremely well run service.,,,,,,1.0,
as an employer. Do not use this company. avoid at all costs,,,,,,1.0,
"My Account was closed on 31/03/[PhoneNumber], they told me my money was paid into my bank account and it wasnât , then then told me there was a tax error so they cancelled the payment, Ive been waiting over 5 weeks now and still not received my payment and I call them every other day and they keep telling me theyâre waiting on the finance department authorizing my payment, Every time I call them they tell me my payment will be coming in the next 4 or 5 days , still nothing, my next step is legal advice. Absolutely shocking customer service",,,,,,1.0,
How many more hoops do I have to jump through to get my money out of this company. It's my money not yours,,,,,,1.0,
"Trying to withdraw funds from pension after leaving the company that used [Company X] and it has been two weeks since I submitted the request with no sight of the funds.
The performance of the funds is also the worst of all the pension providers I have.
Trying to correspond with [Company X] is a nightmare and they take 3 to 4 days to respond to an email.
I hope i never have to deal with these people again.
Next step is a county court summons to get my money from them.",,,,,,1.0,
"Pretty poor returns on my ""Ethical"" portfolio over the last 4 years even considering the investment climate over the last 12 months. I also agree with other reviews, [Company X] online access is very poor and no customer service; it's easier to talk to HMRC!!",,,,,,1.0,
Customer service is awfull when trying to withdraw money. Never receive e-mails that they say hey have send or letters in the post. Indian call center makes it very difficult to communicate with them. Does'nt seem like they want to let go of your money!,,,,,,1.0,
"Unacceptable

Your customer service is the worst I have ever experienced. Totally unhelpful. Your agents appear to have very little knowledge of the system and struggle to answer any questions.Unacceptable wait for answers. Severe Language barrier. This has been the same every time I have had to contact you. Trying to get my pension pot and keep getting told ""system issues"" no timescale.",,,,,,1.0,
"It was a seamless transfer. No drama it just happened.

Thanks best for making it so easy!",,,,,,1.0,
Very easy to navigate around the online system snd increased-my monthly payments without any fuss,,,,,,1.0,
"The site is easy to access.
On a personal note, this is the only retirement plan I have got and it pleases me seeing the steady monthly increments from contributions and the additional 'profits' from your wise investments.
Thank you.",,,,,,1.0,
"Following a protracted telephone discussion with a [Company X] Customer Services representative earlier to-day (03/May) it was verbally communicated that details contained on my P60 provided were incorrect. Furthermore, it was verbally confirmed that [Company X] are aware of this issue, which I assume affects other [Company X] Members as well. It was also verbally communicated that the issue will be addressed and revised P60 details will be provided. Typically, the [Company X] organisation will provide no timeframe for when the revised details will be communicated. Yet again, they are failing in basic customer services...",,,,,,1.0,
Your customer service is the worst I have ever experienced. Totally unhelpful. Your agents appear to have very little knowledge of the system and struggle to answer any questions. Then say they will get an agent to call back. Unacceptable wait for answers or callbacks. Severe Language barrier. This has been the same every time I have had to contact you.,,,,,,1.0,
"I was putting off transferring my other pension pot to [Company X], but it was so straight forward that I wished I had done it sooner, plus you don't need to be a technical genius - [Company X] made it very easy.",,,,,,1.0,
"Appallingly bad service and really poor web performance. This is a personal pension service set up by my employer, yet it requires the acceptance of third party cookies? Why. This provider can't even send a generic email to you without asking you to view the message on their website (requiring unnecessary 3rd party cookies. Please, in future, correspond with those you serve by sending an actual email containing real information rather than asking them to view the message on an insecure webpage where information is collected by a third party. Correspondence by sealed mail would be an even greater improvement and possibly even faster!",,,,,,1.0,
"Transferring pots to nest is taking me 18 months
The customer service is not responsive as they used to and there is no way to see how my pot grows",,,,,,1.0,
"Really easy to transfer, and emails sent keeping me informed was really helpful too.",,,,,,1.0,
"I like itâs simplicity and low management charges. In summary - a new company opened an account for me. I decided as the fees were lower that Iâll transfer another pot here and it went without any problems.

Iâm happy with the choice of funds and have opted for ethical investments. How it performs Iâll see over the next 5 years.

I would like the opportunity to be able to split my pension into more than one option they offer as it appears Iâm only able to invest in one option.",,,,,,1.0,
"AVOID [Company X]!
Tried to access some of my pension, unable to do so. Contacted nest by phone, e mail and chat. No success. Apparently they are âworking on itâ or âexpeditingâ my request. My account has been frozen and I can get no reason from nest. This has been over a month and my funds seem to have disappeared!

I am keen to transfer my nest contributions out SAP but have no means to do so.

Pensions Ombudsman is next step.",,,,,,1.0,
So smooth and easy! They took care of everything!,,,,,,1.0,
"I had really appreciated the help they give me for the transfer my pot pension from a previously provider open from my old employer.
I was doing wrong in some step and they are able to sort out in few message.",,,,,,1.0,
Any company that claims to have sent a teller to you concealing your â log in details â but doesnât know your address is very dodgy!,,,,,,1.0,
Every thing is spot on and carry on with your service,,,,,,1.0,
Very fast no trouble at all great service,,,,,,1.0,
"All went to plan as promised.

Several policies taked out with different employers.

Completed a straightforward form online and let [Company X] sort everything out.",,,,,,1.0,
This company is the worse pension company in the uk avoid like the plague so far as taken 5 weeks to get my pension pot !!! Sent registered mail and signed for said they received it only today ! And would be sending me a letter with a reference number within 10 days !!!!!! Is that 5th class mail it gets worse give them my dob said I can't opt out until your 55 !!!!! I'm 58 ffs !!! Please please everybody avoid at all costs,,,,,,1.0,
"Am trying to close my pot due to unforseen difficulties. Sent all info. They have previously paid me directly into my account. Now I have an initial missing on my account name. Sent certified copies of my accounts. Not good enough. Told they would write to me, took 11 days to receive. I was told there would be a password on the letter, which there wasn't. Responded with the reference number. They want certified photocopies of my documents fromm a gp, mp or police officer.. I have no relationship with any of these people so how can they truly verify it is me.
My Gp charges for this service. I am in dire need of MY cash. Its a relatively small amount less than 1k. Shame on you nest",,,,,,1.0,
"Easy to navigate site to see contributions from myself and employer, as well seeing current portfolio and estimated pension.",,,,,,1.0,
"Great and effortless transfer of funds.
Thankyou",,,,,,1.0,
"Gave [Company X] my [BankDetail] from previous accounts and they did the rest. So it's all in one place,hopefully growing for the days I need it.",,,,,,1.0,
"Transferring my pension pot to the nest really was easy and hassle free , Iâm just hoping in the future that nest introduce draw down so that I donât have to move to another provider again",,,,,,1.0,
The transfer of my pension into [Company X] from another pension provider was easy and quick to do. I was kept informed throughout the short process.,,,,,,1.0,
It was easy to set up my additional contribution.,,,,,,1.0,
"Do not use [Company X] Pensions, they have to be the worse pension company I have ever dealt with. Sent them a declaration form by registed post , it was delivered and sign for by [Company X] but yet they saying still not received the form. I have given them tracking number but still nothing they customer service has to be second to none . This has been going on since February this year, it is now 27th april and still cant close my account and get my money from them. DO NOT USE [Company X] PENSIONS.",,,,,,1.0,
ok............,,,,,,1.0,
Ease of use and ability to change requirements.,,,,,,1.0,
"Really easy, very intuitive!",,,,,,1.0,
"The biggest scam ever, they create duplicate accounts for your details on addresses that you never heard of and when you contact them they say can't do anything unless you confirm the details, disgusting!!!",,,,,,1.0,
"I can not fault nest, I have done a lot of transfers in from other pension pots, they kept me updated by email throughout the process. The transfers in also didnât take long to process. I find the website really easy and simple to use. Iâd definitely recommend.",,,,,,1.0,
"Easy transfer process, great customer service help for all agents",,,,,,1.0,
"Fast simple, no physical paperwork.",,,,,,1.0,
"The transfer process is smooth, and and you can track transfer progress online. Once transfer is completed, you receive a notification. It takes up to 10 days as far as I remember.",,,,,,1.0,
I didnât find [Company X] very helpful to get information from. I think charging people to deposit money is quite poor.,,,,,,1.0,
"Seamless, clear communication throughout.",,,,,,1.0,
Easy to add funds to and see how your money js growing,,,,,,1.0,
It was simple and easy from start to finish,,,,,,1.0,
"Good communication with progress of transfer, and was surprised how quickly the money was transferred between the two pension pots.",,,,,,1.0,
My experience when topping up my pension was excellent as the website is so easy to navigate and it's easy to find what to do,,,,,,1.0,
I had a payment from my employer and myself go from my salary on 19th March [PhoneNumber] . However it never reached my nest account. I queried this with [Company X] and was told to go back to my employer. The payments are clearly documented on my march payslip and this has not been satisfactorily resolved.,,,,,,1.0,
"Easy site to navigate, everything at your fingertips",,,,,,1.0,
"Gone up Â£500 in 7 years , transferred back from high risk to normal, friend payed in less than me but hers gone up another Â£[PhoneNumber] , not impressed with nest",,,,,,1.0,
"Having to wait 4 weeks to speak to someone about
My pension.",,,,,,1.0,
Very simple and fast and pleased with the service.,,,,,,1.0,
"I had been with nest for several years, through no choice of my own, and found the company to be outdated from day one. Very poor website, no mobile app, out of UK phone calls with extremely long waiting times and that's if they don't cut you off first, when you do finally get to talk with someone they have no idea how to help you, I mean, not a clue, very poor English speakers. I had payments go missing, even though I had evidence from my bank statements, nest statement and my employers bank statement, they just had no answers for me and hung up. Moving your money out to another pension provider is also frustrating. The first attempt my new pension provider received an email from nest stating they had no records of my existing account. Very disappointing, I would not refer or recommend nest pensions to anybody. I would of rated zero stars if I could. Now happy with my new pension provider of 4 years (smart)",,,,,,1.0,
"The operator at the other end of the line was friendly made me feel at ease,she answered all my question and explained what I needed to do.",,,,,,1.0,
Very easy to view all payments into pension and update personal data.,,,,,,1.0,
Easy to use app,,,,,,1.0,
I have now transferred 3 pensions into [Company X]. The process was so so easy! Couldnât be happier with it all. Thank you to the [Company X] team,,,,,,1.0,
It was fairley straightforward to add to my pension pot,,,,,,1.0,
Clicked a few buttons and my pension was transferred in in no time. Very easy to use website.,,,,,,1.0,
"Very professional and helpful.
Thank you very much.",,,,,,1.0,
Excellent very pleased with this pension.,,,,,,1.0,
Good overall not been with nest that long I wasnât told about it after my retirement so I missed out 2 years,,,,,,1.0,
"I went onto your website to opt out of the scheme (I've not made any payments and the administrator for our council jumped the gun by registering me before I'd agreed to go ahead). However, I couldn't find any links to achieve that. Can you opt me out",,,,,,1.0,
"Transferring my Legal & General workplace pension into [Company X] was seemless & simple no hurdles,no hassle.",,,,,,1.0,
"Fantastic service, so easy to do no problems whatsoever.",,,,,,1.0,
Great. I can recommend this to everyone.,,,,,,1.0,
"It was quick, easy and simple. I had a great experience, would recommend!",,,,,,1.0,
Making extra payments to my pension is way so much easier than the rest of the pensions I have,,,,,,1.0,
I enjoyed using [Company X] as my pension provider. The website is very clear and easy to use.,,,,,,1.0,
"I donât understand the whole [Company X] process and I have not received enough information to explain how it works, my options and accessing information is almost impossible via the website!",,,,,,1.0,
I found the transfer process straightforard and hassle free. Email updates on progress helped - though the Dashboard gives you all the information you require also.,,,,,,1.0,
Good system for transferring in other pensions and quick service.,,,,,,1.0,
Great service. Nice and easy!,,,,,,1.0,
"Transfered my other pensions into [Company X] using Nests easy to follow forms from my online account.
Everything went smoothly and it was easy to fill the forms up. The information requested was quite basic and didn't require me to dig deep into my documentation from old pension pots. I didn't expect it to be as straightfoward as it was. Thank you!",,,,,,1.0,
"The site is so easy to use and helpful if I have a question , transferring into [Company X] was simple and quick",,,,,,1.0,
I found it easy to transfer my old pension to nest.,,,,,,1.0,
It was supposed to be an easy transfer but my request kept getting denied saying my other account did not exist even though it did?,,,,,,1.0,
Communication! no communication once I did the application online to move my pension into [Company X]. . . . No support or guidance offered to myslef.,,,,,,1.0,
"Extremely easy and quick process, I gave my details and [Company X] done the rest. [Company X] kept me updated regularly which gave me peace of mind.",,,,,,1.0,
Easy to log in but difficult to find what I want.,,,,,,1.0,
"Very easy to transfer , [Company X] did all the work.",,,,,,1.0,
"Excellent customer service, all got explained to me so I could understand. Kept updated all the way along and done really quickly.",,,,,,1.0,
Everything was easy and clear steps to follow.,,,,,,1.0,
Promptness in replying; good flow of information.,,,,,,1.0,
"Easy to complete online form, providing as much information as you can. Took the stress off as they contact previous pensions and get your money sent across. Excellent service, updates via messages of all processes I just wanted all my pensions In one pot and now I do. Thank you",,,,,,1.0,
I have requested [Company X] pensions to transfer my pension from other provider and their process of transfer is quite easy and straight forward. Satisfied.,,,,,,1.0,
"Tried to use the app to transfer several times but to no avail.
Eventually did it by post.
Went through with no problems",,,,,,1.0,
"[Company X] keep sending me messages to review. Have been deleting them but crikey youâre persistent! You ask âyouâve just topped up your pension pot so how did we do?â Well I pay into it regularly so no specific recent top up - that unfortunately gives me the impression youâre not particularly aware of your customerâs requirements/input, and frankly Iâm not blown away with the performance of my âpotâ, however I like to be in control of my money and [Company X] gives me that but no regular help or updates.",,,,,,1.0,
Good experience,,,,,,1.0,
"Very reliable, always updating on any changes, keeping me informed about everything.",,,,,,1.0,
It was very easy to make tye transfer from a different company,,,,,,1.0,
Exceptionally easy to complete any task. Very user-friendly and a very good product. Would definitely recommend [Company X] Pensions,,,,,,1.0,
"Terrible service, can't get through to the correct people when trying to transfer in. The customer service team have no clue, everything was wrong!",,,,,,1.0,
I was treated with respect and everything was explained to me so that I could understand what I need to do to make transferring my pension over,,,,,,1.0,
Easy to use. Great company,,,,,,1.0,
Easy to transfer. Don't hesitate!,,,,,,1.0,
It was very easy just told nest where my other policy was and [BankDetail] they did the rest within days was complete,,,,,,1.0,
"It was easy transferring my pension over, just filled out references numbers and amounts. The nest team emailed me when it was done!
Very easy to do",,,,,,1.0,
"Convenient process, transferred funds and easy to access portal",,,,,,1.0,
"Getting your pension out of this company is excruciating. I'm at the 6-week mark so far, and still told conflicting information by every person I speak to. The customer service is poor and hold times are very long.",,,,,,1.0,
I have been trying to get part of my pension out for the past 4 weeks. Every time I phone I get told the same thing we are looking into why it hasnât been sent yet. No response to emails either. Very bad experience will not be recommending or referring any new employees to the company.,,,,,,1.0,
"Absolutely appalling. Tried to change my name due to getting married & merge 3 pensions into one pot to draw down on. I provided all the information they asked of me
Taken over 6 weeks.
Sent letters asking for details of my name change. They had my marriage certificate & had sent it back!!
If I didnât chase them, nothing would get done
They asked for the bank details to pay my money into. I had to send a PDF. Because NatWest call my account a foundation account, [Company X] wonât pay me as this is a charity or business account!! How ridiculous. So I spend an hour of my day rectifying this so they accept my bank account.

3 hours later I get a call from them asking me about my account being a charity or a business.
You can imagine my response

In serious need of updating their CRM. Or communicate. Or liaise with each other. Take no notice of your message inbox on your account, because they donât open theirs

I am so angry with the farcical way my case was handled.",,,,,,1.0,
I recently requested transferring my Lloyds/Halifax pension from Equinity. I completed the request form online and yet more forms were required to be filled in. Why were these forms not part of the original forms. I am now considering moving both pensions to a new private pension.,,,,,,1.0,
"One of the easiest sites to negotiate Iâve come across. It does what it says it does! Everything in one place. Easy to understand, easy to top up, easy to know how much youâve paid in, your employer has paid in. You can calculate what youâll receive when you retire. Wish my other pension companies had something similar.",,,,,,1.0,
Joined [Company X] last year when I started a new job. I found their web portal so easy to use that I decided to transfer all my other bitty pensions from over the years into it. They made it very easy to do and itâs great to be able to see my pension pot all in one place.,,,,,,1.0,
"Got a tiny pension from a contract job. Have been trying to transfer it out, [Company X] make this super complicated. Have previously transferred much bigger pensions without any trouble. Not sure if they make this intentionally difficult. Avoid if possible.",,,,,,1.0,
do not reply to emails regarding pensions or on the messaging platform,,,,,,1.0,
"it was easy to transfer into my pension plan
just sent the policy number to nest , I was notified when it was complete",,,,,,1.0,
Very easy to transfer money from another pension provider to [Company X]. Takes only a couple of minutes to enter the details online and [Company X] do the rest. Transfer complete in just over a week. No form filling.,,,,,,1.0,
I had been putting off combining pensions pots for years as I thought it would be a massive hassle. The process couldnât have been easier. Clear instructions and communication throughout. Just make sure you have the details ready for the pot to be transferred.,,,,,,1.0,
The [Company X] website is easy to use everything you need to know is available.,,,,,,1.0,
Very easy and very quick to sort didnât really have to do a lot they took care of everything!,,,,,,1.0,
The site was very easy to use straight forward and not complicated.if I can do it then anybody can.ð,,,,,,1.0,
"Very helpful, knowledgeable staff, when I wanted to make changes on my account, straightforward and easy to do, would recommend to family and friends.",,,,,,1.0,
Regular updates always kept me informed during the process,,,,,,1.0,
"Minimal effort on my part to transfer a pension to [Company X]. They did all work, stress-free for me!",,,,,,1.0,
"Probably get deleted by trustpilot because their getting back handers not to publish negative reviews but hey ho, if you can avoid nest, please do. They are a horrible company who don't fulfil promises and hold onto people's money illegally. They also stop you logging in after withdrawing a pension so you cannot access account history.but the only people reading this are trustpilot who won't publish it!",,,,,,1.0,
"Looks after my hard earned money in an open, honest way.",,,,,,1.0,
Easy to request a transfer from other pension holders and quick transfer to [Company X].,,,,,,1.0,
"Good company
Easy to use app",,,,,,1.0,
Smooth prompt and informative,,,,,,1.0,
